target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.35,13833.617412590767
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.35,13849.68693535434
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.35,13869.149777184852
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.35,13887.322580455788
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.4,13840.285939230907
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.4,13849.911625960693
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.4,13872.271565477446
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.4,13900.420593079365
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.45,13845.912149947631
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.45,13857.25850106769
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.45,13883.033263760804
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.45,13904.382265315868
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.5,13847.153149238071
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.5,13877.402786486631
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.5,13889.222617628004
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.5,13909.606326927897
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.55,13850.30172734697
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.55,13884.267172677233
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.55,13892.738300823286
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.55,13919.945080427608
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.6,13852.517331755047
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.6,13887.866387213788
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.6,13902.788501359948
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.6,13926.424168486652
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.65,13853.087927478127
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.65,13896.719518032547
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.65,13917.071708287263
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.65,13946.373231284699
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.7,13869.890199975687
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.7,13902.250174113642
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.7,13934.03630555585
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.7,13960.876925432949
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.75,13870.598513898352
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.75,13907.190796021005
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.75,13976.822128164069
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.75,13982.9283323249
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.8,13891.958021593508
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.8,13927.691504435177
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.8,13998.405401082258
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.8,13998.935331072458
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.85,13920.484518694782
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.85,13957.74244578988
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.85,14039.873408022595
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.85,14060.889039042042
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.9,13938.36623586193
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.9,14000.015153023525
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.9,14100.11799245073
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.9,14130.845136745807
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.95,14019.377644846903
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.95,14129.66728500468
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.95,14226.011943458987
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.95,14289.085184322848
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.975,14131.380406262575
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.975,14273.699844563074
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.975,14470.512453649277
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.975,14486.0966486877
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.99,14504.012437351766
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.99,14935.496685597906
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.99,15337.136543916378
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.99,15455.794146578823
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.01,6131.0
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.01,6131.0
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.01,6131.0
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.01,6131.0
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.025,6131.0
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.025,6131.0
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.025,6131.0
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.025,6131.0
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.05,6131.0
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.05,6131.0
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.05,6131.0
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.05,6131.0
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.1,6131.0
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.1,6131.0
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.1,6131.0
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.1,6131.0
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.15,6131.0
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.15,6131.0
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.15,6131.0
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.15,6132.762007993435
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.2,6131.0
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.2,6131.0
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.2,6132.943296794912
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.2,6140.587937554973
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.25,6131.074362403738
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.25,6133.467240062035
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.25,6136.2419301348
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.25,6145.024483236674
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.3,6135.759666118621
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.3,6137.625927939652
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.3,6139.3634644689955
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.3,6147.591464860881
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.35,6136.395540463569
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.35,6140.910748801067
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.35,6144.618470663912
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.35,6151.642773107851
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.4,6139.232703128433
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.4,6141.553074401445
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.4,6146.161428618682
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.4,6156.262991679445
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.45,6141.008917723908
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.45,6143.7646023452235
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.45,6152.791911269225
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.45,6159.967693652314
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.5,6142.967444592336
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.5,6153.293103592242
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.5,6155.760351192184
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.5,6160.023372770731
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.55,6144.1890931411735
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.55,6155.9367766668065
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.55,6156.197111614762
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.55,6164.408769346862
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.6,6144.940582507025
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.6,6158.497725877003
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.6,6161.798471060826
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.6,6168.59162182778
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.65,6145.070696978302
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.65,6162.729844487975
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.65,6168.00117659724
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.65,6177.536123619237
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.7,6152.3934004289495
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.7,6164.29220870283
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.7,6174.105621092075
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.7,6181.670909526763
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.75,6152.751899665143
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.75,6168.293681918507
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.75,6191.9691884896365
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.75,6194.838091037831
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.8,6162.4663655846325
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.8,6174.571029914275
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.8,6199.8210224834465
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.8,6205.648022404247
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.85,6174.63933164536
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.85,6191.463042412769
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.85,6223.094848495094
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.85,6230.111547204631
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.9,6182.17164194813
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.9,6210.876324523702
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.9,6246.419107649346
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.9,6266.060608768135
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.95,6220.051733669713
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.95,6268.590981848592
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.95,6305.979832674438
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.95,6339.429041418998
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.975,6274.239886312067
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.975,6335.82983455744
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.975,6421.811001657191
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.975,6431.601888243915
1 wk ahead cum death,2021-06-28,2021-07-03,19,quantile,0.99,6445.993839555878
2 wk ahead cum death,2021-06-28,2021-07-10,19,quantile,0.99,6645.285376982247
3 wk ahead cum death,2021-06-28,2021-07-17,19,quantile,0.99,6821.710512403892
4 wk ahead cum death,2021-06-28,2021-07-24,19,quantile,0.99,6887.472273509329
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.01,5147.0
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.01,5147.0
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.01,5147.0
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.01,5147.0
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.025,5147.0
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.025,5147.0
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.025,5147.0
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.025,5147.0
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.05,5147.0
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.05,5147.0
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.05,5147.0
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.05,5147.0
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.1,5147.0
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.1,5147.0
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.1,5147.0
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.1,5152.20428201274
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.15,5147.0
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.15,5147.0
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.15,5148.82986937552
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.15,5163.26587349602
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.2,5149.040137290898
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.2,5153.413855352396
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.2,5155.759484391618
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.2,5168.473923126892
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.25,5149.4811407563375
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.25,5157.223991501707
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.25,5166.040364317667
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.25,5173.261940490184
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.3,5153.608045128643
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.3,5161.571569482828
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.3,5166.59496437051
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.3,5178.494118843964
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.35,5153.630926036638
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.35,5162.414832145916
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.35,5172.379700531752
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.35,5180.740570183197
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.4,5157.329591183252
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.4,5164.040446185429
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.4,5174.112115535368
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.4,5185.114719757574
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.45,5160.611486985795
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.45,5166.784928605181
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.45,5180.478033124817
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.45,5189.4984093196545
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.5,5160.949165247951
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.5,5175.317517111399
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.5,5183.077092920934
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.5,5191.10285553996
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.55,5161.987739376056
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.55,5178.889020576721
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.55,5184.358923819084
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.55,5194.837359308633
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.6,5162.832215895991
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.6,5179.638938297752
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.6,5189.064488278479
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.6,5197.706968569581
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.65,5163.224030979421
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.65,5183.552931562518
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.65,5194.3741783089245
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.65,5207.717719470647
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.7,5170.714866772365
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.7,5185.965655611554
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.7,5202.537306973825
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.7,5212.851799357353
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.75,5170.899559337449
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.75,5188.643924498337
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.75,5222.123185803042
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.75,5223.4040029284515
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.8,5180.128228532857
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.8,5197.798056148648
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.8,5230.307462042052
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.8,5231.305421912115
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.85,5192.352163963225
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.85,5210.8915208174885
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.85,5248.505632832575
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.85,5257.472406738752
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.9,5200.7024935850695
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.9,5230.959287791132
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.9,5275.18898160563
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.9,5288.200264262172
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.95,5236.434899086834
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.95,5286.571651177286
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.95,5330.111191330212
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.95,5358.976469232917
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.975,5286.592847343605
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.975,5349.307444981665
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.975,5439.446091377062
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.975,5445.585456790043
1 wk ahead cum death,2021-06-28,2021-07-03,20,quantile,0.99,5450.938963950622
2 wk ahead cum death,2021-06-28,2021-07-10,20,quantile,0.99,5642.246399470118
3 wk ahead cum death,2021-06-28,2021-07-17,20,quantile,0.99,5819.454670622085
4 wk ahead cum death,2021-06-28,2021-07-24,20,quantile,0.99,5874.371351688038
1 wk ahead cum death,2021-06-28,2021-07-03,21,quantile,0.01,7204.0
2 wk ahead cum death,2021-06-28,2021-07-10,21,quantile,0.01,7204.0
3 wk ahead cum death,2021-06-28,2021-07-17,21,quantile,0.01,7204.0
4 wk ahead cum death,2021-06-28,2021-07-24,21,quantile,0.01,7204.0
1 wk ahead cum death,2021-06-28,2021-07-03,21,quantile,0.025,7204.0
2 wk ahead cum death,2021-06-28,2021-07-10,21,quantile,0.025,7204.0
3 wk ahead cum death,2021-06-28,2021-07-17,21,quantile,0.025,7204.0
4 wk ahead cum death,2021-06-28,2021-07-24,21,quantile,0.025,7204.0
1 wk ahead cum death,2021-06-28,2021-07-03,21,quantile,0.05,7204.0
2 wk ahead cum death,2021-06-28,2021-07-10,21,quantile,0.05,7204.0
3 wk ahead cum death,2021-06-28,2021-07-17,21,quantile,0.05,7204.0
4 wk ahead cum death,2021-06-28,2021-07-24,21,quantile,0.05,7204.0
1 wk ahead cum death,2021-06-28,2021-07-03,21,quantile,0.1,7204.0
2 wk ahead cum death,2021-06-28,2021-07-10,21,quantile,0.1,7204.0
3 wk ahead cum death,2021-06-28,2021-07-17,21,quantile,0.1,7204.0
4 wk ahead cum death,2021-06-28,2021-07-24,21,quantile,0.1,7230.1433186052045
1 wk ahead cum death,2021-06-28,2021-07-03,21,quantile,0.15,7204.0
2 wk ahead cum death,2021-06-28,2021-07-10,21,quantile,0.15,7212.088051944573
3 wk ahead cum death,2021-06-28,2021-07-17,21,quantile,0.15,7217.296651904687
4 wk ahead cum death,2021-06-28,2021-07-24,21,quantile,0.15,7244.771874282245
1 wk ahead cum death,2021-06-28,2021-07-03,21,quantile,0.2,7208.555442363194
2 wk ahead cum death,2021-06-28,2021-07-10,21,quantile,0.2,7223.855462422756
