model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,89,17,914
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,367,160,1251
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Texas,1145,478,4064
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Utah,44,20,225
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,51,28,307
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,738,250,3319
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,U.S. Virgin Islands,2,1,19
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Washington,1084,698,2130
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,17,6,179
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,421,188,1553
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,15,0,232
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,56,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,31,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,457,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,California,1391,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,464,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,744,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,52,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Florida,1743,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,75,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,61,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,924,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,222,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,108,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1144,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,611,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Maine,40,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,2489,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,260,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,175,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Montana,36,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,276,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,14,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,39,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,130,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,896,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,69,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,315,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,New York,13773,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,393,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,79,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,196,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,433,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,31,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,119,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,11,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,169,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Texas,1379,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Utah,175,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,498,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,16,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Washington,727,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,152,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,10,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,12,NA,NA
MOBS,2020-04-13,1 wk ahead cum death,2020-04-18,US,37129,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,72,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,40,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,590,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,California,1776,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,576,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,915,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,68,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Florida,2216,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,97,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,76,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,1205,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,283,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,140,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,1426,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,781,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Maine,51,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,3041,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,333,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,221,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Montana,46,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,360,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,18,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,51,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,166,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,1167,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,88,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,399,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,New York,16288,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,508,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,104,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,254,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,567,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,41,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,153,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,15,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,224,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Texas,1761,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Utah,229,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,642,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,22,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Washington,939,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,199,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,13,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,15,NA,NA
MOBS,2020-04-13,2 wk ahead cum death,2020-04-25,US,46548,NA,NA
