,quantile,value,type,location,target,forecast_date
437,0.200,13,quantile,02,19 wk ahead cum death,2020-04-26
438,0.250,14,quantile,02,19 wk ahead cum death,2020-04-26
439,0.300,15,quantile,02,19 wk ahead cum death,2020-04-26
440,0.350,16,quantile,02,19 wk ahead cum death,2020-04-26
441,0.400,17,quantile,02,19 wk ahead cum death,2020-04-26
442,0.450,18,quantile,02,19 wk ahead cum death,2020-04-26
443,0.500,19,quantile,02,19 wk ahead cum death,2020-04-26
444,NA,19,point,02,19 wk ahead cum death,2020-04-26
445,0.550,20,quantile,02,19 wk ahead cum death,2020-04-26
446,0.600,22,quantile,02,19 wk ahead cum death,2020-04-26
447,0.650,23,quantile,02,19 wk ahead cum death,2020-04-26
448,0.700,26,quantile,02,19 wk ahead cum death,2020-04-26
449,0.750,28,quantile,02,19 wk ahead cum death,2020-04-26
450,0.800,37,quantile,02,19 wk ahead cum death,2020-04-26
451,0.850,64,quantile,02,19 wk ahead cum death,2020-04-26
452,0.900,273,quantile,02,19 wk ahead cum death,2020-04-26
453,0.950,4002,quantile,02,19 wk ahead cum death,2020-04-26
454,0.975,5960,quantile,02,19 wk ahead cum death,2020-04-26
455,0.990,8208,quantile,02,19 wk ahead cum death,2020-04-26
456,0.010,7,quantile,02,20 wk ahead cum death,2020-04-26
457,0.025,9,quantile,02,20 wk ahead cum death,2020-04-26
458,0.050,10,quantile,02,20 wk ahead cum death,2020-04-26
459,0.100,12,quantile,02,20 wk ahead cum death,2020-04-26
460,0.150,13,quantile,02,20 wk ahead cum death,2020-04-26
461,0.200,14,quantile,02,20 wk ahead cum death,2020-04-26
462,0.250,14,quantile,02,20 wk ahead cum death,2020-04-26
463,0.300,15,quantile,02,20 wk ahead cum death,2020-04-26
464,0.350,16,quantile,02,20 wk ahead cum death,2020-04-26
465,0.400,17,quantile,02,20 wk ahead cum death,2020-04-26
466,0.450,18,quantile,02,20 wk ahead cum death,2020-04-26
467,0.500,19,quantile,02,20 wk ahead cum death,2020-04-26
468,NA,19,point,02,20 wk ahead cum death,2020-04-26
469,0.550,20,quantile,02,20 wk ahead cum death,2020-04-26
470,0.600,21,quantile,02,20 wk ahead cum death,2020-04-26
471,0.650,23,quantile,02,20 wk ahead cum death,2020-04-26
472,0.700,26,quantile,02,20 wk ahead cum death,2020-04-26
473,0.750,29,quantile,02,20 wk ahead cum death,2020-04-26
474,0.800,37,quantile,02,20 wk ahead cum death,2020-04-26
475,0.850,65,quantile,02,20 wk ahead cum death,2020-04-26
476,0.900,318,quantile,02,20 wk ahead cum death,2020-04-26
477,0.950,3851,quantile,02,20 wk ahead cum death,2020-04-26
478,0.975,6575,quantile,02,20 wk ahead cum death,2020-04-26
479,0.990,7693,quantile,02,20 wk ahead cum death,2020-04-26
480,0.010,8,quantile,02,21 wk ahead cum death,2020-04-26
481,0.025,9,quantile,02,21 wk ahead cum death,2020-04-26
482,0.050,10,quantile,02,21 wk ahead cum death,2020-04-26
483,0.100,12,quantile,02,21 wk ahead cum death,2020-04-26
484,0.150,13,quantile,02,21 wk ahead cum death,2020-04-26
485,0.200,13,quantile,02,21 wk ahead cum death,2020-04-26
486,0.250,14,quantile,02,21 wk ahead cum death,2020-04-26
487,0.300,15,quantile,02,21 wk ahead cum death,2020-04-26
488,0.350,16,quantile,02,21 wk ahead cum death,2020-04-26
489,0.400,17,quantile,02,21 wk ahead cum death,2020-04-26
490,0.450,18,quantile,02,21 wk ahead cum death,2020-04-26
491,0.500,19,quantile,02,21 wk ahead cum death,2020-04-26
492,NA,19,point,02,21 wk ahead cum death,2020-04-26
493,0.550,20,quantile,02,21 wk ahead cum death,2020-04-26
494,0.600,22,quantile,02,21 wk ahead cum death,2020-04-26
495,0.650,23,quantile,02,21 wk ahead cum death,2020-04-26
496,0.700,26,quantile,02,21 wk ahead cum death,2020-04-26
497,0.750,31,quantile,02,21 wk ahead cum death,2020-04-26
498,0.800,38,quantile,02,21 wk ahead cum death,2020-04-26
499,0.850,75,quantile,02,21 wk ahead cum death,2020-04-26
500,0.900,349,quantile,02,21 wk ahead cum death,2020-04-26
501,0.950,4339,quantile,02,21 wk ahead cum death,2020-04-26
502,0.975,6316,quantile,02,21 wk ahead cum death,2020-04-26
503,0.990,8072,quantile,02,21 wk ahead cum death,2020-04-26
504,0.010,7,quantile,02,22 wk ahead cum death,2020-04-26
505,0.025,8,quantile,02,22 wk ahead cum death,2020-04-26
506,0.050,10,quantile,02,22 wk ahead cum death,2020-04-26
507,0.100,11,quantile,02,22 wk ahead cum death,2020-04-26
508,0.150,12,quantile,02,22 wk ahead cum death,2020-04-26
509,0.200,13,quantile,02,22 wk ahead cum death,2020-04-26
510,0.250,14,quantile,02,22 wk ahead cum death,2020-04-26
511,0.300,15,quantile,02,22 wk ahead cum death,2020-04-26
512,0.350,16,quantile,02,22 wk ahead cum death,2020-04-26
513,0.400,17,quantile,02,22 wk ahead cum death,2020-04-26
514,0.450,18,quantile,02,22 wk ahead cum death,2020-04-26
515,0.500,19,quantile,02,22 wk ahead cum death,2020-04-26
516,NA,19,point,02,22 wk ahead cum death,2020-04-26
517,0.550,20,quantile,02,22 wk ahead cum death,2020-04-26
518,0.600,21,quantile,02,22 wk ahead cum death,2020-04-26
519,0.650,24,quantile,02,22 wk ahead cum death,2020-04-26
520,0.700,26,quantile,02,22 wk ahead cum death,2020-04-26
521,0.750,30,quantile,02,22 wk ahead cum death,2020-04-26
522,0.800,38,quantile,02,22 wk ahead cum death,2020-04-26
523,0.850,84,quantile,02,22 wk ahead cum death,2020-04-26
524,0.900,460,quantile,02,22 wk ahead cum death,2020-04-26
525,0.950,4366,quantile,02,22 wk ahead cum death,2020-04-26
526,0.975,6512,quantile,02,22 wk ahead cum death,2020-04-26
527,0.990,7526,quantile,02,22 wk ahead cum death,2020-04-26
528,0.010,7,quantile,02,23 wk ahead cum death,2020-04-26
529,0.025,8,quantile,02,23 wk ahead cum death,2020-04-26
530,0.050,9,quantile,02,23 wk ahead cum death,2020-04-26
531,0.100,11,quantile,02,23 wk ahead cum death,2020-04-26
532,0.150,12,quantile,02,23 wk ahead cum death,2020-04-26
533,0.200,13,quantile,02,23 wk ahead cum death,2020-04-26
534,0.250,14,quantile,02,23 wk ahead cum death,2020-04-26
535,0.300,15,quantile,02,23 wk ahead cum death,2020-04-26
536,0.350,15,quantile,02,23 wk ahead cum death,2020-04-26
537,0.400,17,quantile,02,23 wk ahead cum death,2020-04-26
538,0.450,18,quantile,02,23 wk ahead cum death,2020-04-26
539,0.500,19,quantile,02,23 wk ahead cum death,2020-04-26
540,NA,19,point,02,23 wk ahead cum death,2020-04-26
541,0.550,20,quantile,02,23 wk ahead cum death,2020-04-26
542,0.600,22,quantile,02,23 wk ahead cum death,2020-04-26
543,0.650,23,quantile,02,23 wk ahead cum death,2020-04-26
544,0.700,27,quantile,02,23 wk ahead cum death,2020-04-26
545,0.750,31,quantile,02,23 wk ahead cum death,2020-04-26
546,0.800,41,quantile,02,23 wk ahead cum death,2020-04-26
547,0.850,93,quantile,02,23 wk ahead cum death,2020-04-26
548,0.900,526,quantile,02,23 wk ahead cum death,2020-04-26
549,0.950,4891,quantile,02,23 wk ahead cum death,2020-04-26
550,0.975,7161,quantile,02,23 wk ahead cum death,2020-04-26
551,0.990,8746,quantile,02,23 wk ahead cum death,2020-04-26
552,0.010,8,quantile,02,24 wk ahead cum death,2020-04-26
553,0.025,9,quantile,02,24 wk ahead cum death,2020-04-26
554,0.050,10,quantile,02,24 wk ahead cum death,2020-04-26
555,0.100,11,quantile,02,24 wk ahead cum death,2020-04-26
556,0.150,13,quantile,02,24 wk ahead cum death,2020-04-26
557,0.200,13,quantile,02,24 wk ahead cum death,2020-04-26
558,0.250,14,quantile,02,24 wk ahead cum death,2020-04-26
559,0.300,15,quantile,02,24 wk ahead cum death,2020-04-26
560,0.350,16,quantile,02,24 wk ahead cum death,2020-04-26
561,0.400,17,quantile,02,24 wk ahead cum death,2020-04-26
562,0.450,18,quantile,02,24 wk ahead cum death,2020-04-26
563,0.500,19,quantile,02,24 wk ahead cum death,2020-04-26
564,NA,19,point,02,24 wk ahead cum death,2020-04-26
565,0.550,20,quantile,02,24 wk ahead cum death,2020-04-26
566,0.600,22,quantile,02,24 wk ahead cum death,2020-04-26
567,0.650,24,quantile,02,24 wk ahead cum death,2020-04-26
568,0.700,27,quantile,02,24 wk ahead cum death,2020-04-26
569,0.750,31,quantile,02,24 wk ahead cum death,2020-04-26
570,0.800,40,quantile,02,24 wk ahead cum death,2020-04-26
571,0.850,105,quantile,02,24 wk ahead cum death,2020-04-26
572,0.900,723,quantile,02,24 wk ahead cum death,2020-04-26
573,0.950,4823,quantile,02,24 wk ahead cum death,2020-04-26
574,0.975,6612,quantile,02,24 wk ahead cum death,2020-04-26
575,0.990,8519,quantile,02,24 wk ahead cum death,2020-04-26
576,0.010,8,quantile,02,25 wk ahead cum death,2020-04-26
577,0.025,9,quantile,02,25 wk ahead cum death,2020-04-26
578,0.050,10,quantile,02,25 wk ahead cum death,2020-04-26
579,0.100,11,quantile,02,25 wk ahead cum death,2020-04-26
580,0.150,12,quantile,02,25 wk ahead cum death,2020-04-26
581,0.200,13,quantile,02,25 wk ahead cum death,2020-04-26
582,0.250,14,quantile,02,25 wk ahead cum death,2020-04-26
583,0.300,15,quantile,02,25 wk ahead cum death,2020-04-26
584,0.350,16,quantile,02,25 wk ahead cum death,2020-04-26
585,0.400,17,quantile,02,25 wk ahead cum death,2020-04-26
586,0.450,18,quantile,02,25 wk ahead cum death,2020-04-26
587,0.500,19,quantile,02,25 wk ahead cum death,2020-04-26
588,NA,19,point,02,25 wk ahead cum death,2020-04-26
589,0.550,20,quantile,02,25 wk ahead cum death,2020-04-26
590,0.600,21,quantile,02,25 wk ahead cum death,2020-04-26
591,0.650,24,quantile,02,25 wk ahead cum death,2020-04-26
592,0.700,26,quantile,02,25 wk ahead cum death,2020-04-26
593,0.750,31,quantile,02,25 wk ahead cum death,2020-04-26
594,0.800,43,quantile,02,25 wk ahead cum death,2020-04-26
595,0.850,108,quantile,02,25 wk ahead cum death,2020-04-26
596,0.900,771,quantile,02,25 wk ahead cum death,2020-04-26
597,0.950,4784,quantile,02,25 wk ahead cum death,2020-04-26
598,0.975,6708,quantile,02,25 wk ahead cum death,2020-04-26
599,0.990,8208,quantile,02,25 wk ahead cum death,2020-04-26
600,0.010,8,quantile,02,26 wk ahead cum death,2020-04-26
601,0.025,9,quantile,02,26 wk ahead cum death,2020-04-26
602,0.050,10,quantile,02,26 wk ahead cum death,2020-04-26
603,0.100,12,quantile,02,26 wk ahead cum death,2020-04-26
604,0.150,12,quantile,02,26 wk ahead cum death,2020-04-26
605,0.200,13,quantile,02,26 wk ahead cum death,2020-04-26
606,0.250,14,quantile,02,26 wk ahead cum death,2020-04-26
607,0.300,15,quantile,02,26 wk ahead cum death,2020-04-26
608,0.350,16,quantile,02,26 wk ahead cum death,2020-04-26
609,0.400,16,quantile,02,26 wk ahead cum death,2020-04-26
610,0.450,17,quantile,02,26 wk ahead cum death,2020-04-26
611,0.500,19,quantile,02,26 wk ahead cum death,2020-04-26
612,NA,19,point,02,26 wk ahead cum death,2020-04-26
613,0.550,20,quantile,02,26 wk ahead cum death,2020-04-26
614,0.600,22,quantile,02,26 wk ahead cum death,2020-04-26
615,0.650,23,quantile,02,26 wk ahead cum death,2020-04-26
616,0.700,27,quantile,02,26 wk ahead cum death,2020-04-26
617,0.750,32,quantile,02,26 wk ahead cum death,2020-04-26
618,0.800,42,quantile,02,26 wk ahead cum death,2020-04-26
619,0.850,124,quantile,02,26 wk ahead cum death,2020-04-26
620,0.900,755,quantile,02,26 wk ahead cum death,2020-04-26
621,0.950,5194,quantile,02,26 wk ahead cum death,2020-04-26
622,0.975,6879,quantile,02,26 wk ahead cum death,2020-04-26
623,0.990,8539,quantile,02,26 wk ahead cum death,2020-04-26
624,0.010,7,quantile,02,27 wk ahead cum death,2020-04-26
625,0.025,8,quantile,02,27 wk ahead cum death,2020-04-26
626,0.050,10,quantile,02,27 wk ahead cum death,2020-04-26
627,0.100,11,quantile,02,27 wk ahead cum death,2020-04-26
628,0.150,13,quantile,02,27 wk ahead cum death,2020-04-26
629,0.200,13,quantile,02,27 wk ahead cum death,2020-04-26
630,0.250,14,quantile,02,27 wk ahead cum death,2020-04-26
631,0.300,15,quantile,02,27 wk ahead cum death,2020-04-26
632,0.350,16,quantile,02,27 wk ahead cum death,2020-04-26
633,0.400,17,quantile,02,27 wk ahead cum death,2020-04-26
634,0.450,18,quantile,02,27 wk ahead cum death,2020-04-26
635,0.500,19,quantile,02,27 wk ahead cum death,2020-04-26
636,NA,19,point,02,27 wk ahead cum death,2020-04-26
637,0.550,20,quantile,02,27 wk ahead cum death,2020-04-26
638,0.600,21,quantile,02,27 wk ahead cum death,2020-04-26
639,0.650,23,quantile,02,27 wk ahead cum death,2020-04-26
640,0.700,27,quantile,02,27 wk ahead cum death,2020-04-26
641,0.750,31,quantile,02,27 wk ahead cum death,2020-04-26
642,0.800,44,quantile,02,27 wk ahead cum death,2020-04-26
643,0.850,110,quantile,02,27 wk ahead cum death,2020-04-26
644,0.900,958,quantile,02,27 wk ahead cum death,2020-04-26
645,0.950,4914,quantile,02,27 wk ahead cum death,2020-04-26
646,0.975,6868,quantile,02,27 wk ahead cum death,2020-04-26
647,0.990,8778,quantile,02,27 wk ahead cum death,2020-04-26
648,0.010,199,quantile,01,1 wk ahead cum death,2020-04-26
649,0.025,213,quantile,01,1 wk ahead cum death,2020-04-26
650,0.050,227,quantile,01,1 wk ahead cum death,2020-04-26
651,0.100,249,quantile,01,1 wk ahead cum death,2020-04-26
652,0.150,262,quantile,01,1 wk ahead cum death,2020-04-26
653,0.200,270,quantile,01,1 wk ahead cum death,2020-04-26
654,0.250,279,quantile,01,1 wk ahead cum death,2020-04-26
655,0.300,288,quantile,01,1 wk ahead cum death,2020-04-26
656,0.350,293,quantile,01,1 wk ahead cum death,2020-04-26
657,0.400,300,quantile,01,1 wk ahead cum death,2020-04-26
658,0.450,306,quantile,01,1 wk ahead cum death,2020-04-26
659,0.500,313,quantile,01,1 wk ahead cum death,2020-04-26
660,NA,313,point,01,1 wk ahead cum death,2020-04-26
661,0.550,321,quantile,01,1 wk ahead cum death,2020-04-26
662,0.600,328,quantile,01,1 wk ahead cum death,2020-04-26
663,0.650,337,quantile,01,1 wk ahead cum death,2020-04-26
664,0.700,345,quantile,01,1 wk ahead cum death,2020-04-26
665,0.750,354,quantile,01,1 wk ahead cum death,2020-04-26
666,0.800,363,quantile,01,1 wk ahead cum death,2020-04-26
667,0.850,375,quantile,01,1 wk ahead cum death,2020-04-26
668,0.900,388,quantile,01,1 wk ahead cum death,2020-04-26
669,0.950,411,quantile,01,1 wk ahead cum death,2020-04-26
670,0.975,431,quantile,01,1 wk ahead cum death,2020-04-26
671,0.990,475,quantile,01,1 wk ahead cum death,2020-04-26
672,0.010,240,quantile,01,2 wk ahead cum death,2020-04-26
673,0.025,261,quantile,01,2 wk ahead cum death,2020-04-26
674,0.050,280,quantile,01,2 wk ahead cum death,2020-04-26
675,0.100,302,quantile,01,2 wk ahead cum death,2020-04-26
676,0.150,322,quantile,01,2 wk ahead cum death,2020-04-26
677,0.200,334,quantile,01,2 wk ahead cum death,2020-04-26
678,0.250,348,quantile,01,2 wk ahead cum death,2020-04-26
679,0.300,361,quantile,01,2 wk ahead cum death,2020-04-26
680,0.350,376,quantile,01,2 wk ahead cum death,2020-04-26
681,0.400,388,quantile,01,2 wk ahead cum death,2020-04-26
682,0.450,397,quantile,01,2 wk ahead cum death,2020-04-26
683,0.500,409,quantile,01,2 wk ahead cum death,2020-04-26
684,NA,409,point,01,2 wk ahead cum death,2020-04-26
685,0.550,421,quantile,01,2 wk ahead cum death,2020-04-26
686,0.600,434,quantile,01,2 wk ahead cum death,2020-04-26
687,0.650,446,quantile,01,2 wk ahead cum death,2020-04-26
688,0.700,461,quantile,01,2 wk ahead cum death,2020-04-26
689,0.750,478,quantile,01,2 wk ahead cum death,2020-04-26
690,0.800,499,quantile,01,2 wk ahead cum death,2020-04-26
691,0.850,536,quantile,01,2 wk ahead cum death,2020-04-26
692,0.900,584,quantile,01,2 wk ahead cum death,2020-04-26
693,0.950,662,quantile,01,2 wk ahead cum death,2020-04-26
694,0.975,742,quantile,01,2 wk ahead cum death,2020-04-26
695,0.990,898,quantile,01,2 wk ahead cum death,2020-04-26
696,0.010,263,quantile,01,3 wk ahead cum death,2020-04-26
697,0.025,300,quantile,01,3 wk ahead cum death,2020-04-26
698,0.050,320,quantile,01,3 wk ahead cum death,2020-04-26
699,0.100,349,quantile,01,3 wk ahead cum death,2020-04-26
700,0.150,368,quantile,01,3 wk ahead cum death,2020-04-26
701,0.200,389,quantile,01,3 wk ahead cum death,2020-04-26
702,0.250,405,quantile,01,3 wk ahead cum death,2020-04-26
703,0.300,426,quantile,01,3 wk ahead cum death,2020-04-26
704,0.350,440,quantile,01,3 wk ahead cum death,2020-04-26
705,0.400,461,quantile,01,3 wk ahead cum death,2020-04-26
706,0.450,482,quantile,01,3 wk ahead cum death,2020-04-26
707,0.500,502,quantile,01,3 wk ahead cum death,2020-04-26
708,NA,502,point,01,3 wk ahead cum death,2020-04-26
709,0.550,518,quantile,01,3 wk ahead cum death,2020-04-26
710,0.600,548,quantile,01,3 wk ahead cum death,2020-04-26
711,0.650,577,quantile,01,3 wk ahead cum death,2020-04-26
712,0.700,615,quantile,01,3 wk ahead cum death,2020-04-26
713,0.750,660,quantile,01,3 wk ahead cum death,2020-04-26
714,0.800,730,quantile,01,3 wk ahead cum death,2020-04-26
715,0.850,822,quantile,01,3 wk ahead cum death,2020-04-26
716,0.900,996,quantile,01,3 wk ahead cum death,2020-04-26
717,0.950,1347,quantile,01,3 wk ahead cum death,2020-04-26
718,0.975,2143,quantile,01,3 wk ahead cum death,2020-04-26
719,0.990,3032,quantile,01,3 wk ahead cum death,2020-04-26
720,0.010,281,quantile,01,4 wk ahead cum death,2020-04-26
721,0.025,309,quantile,01,4 wk ahead cum death,2020-04-26
722,0.050,339,quantile,01,4 wk ahead cum death,2020-04-26
723,0.100,375,quantile,01,4 wk ahead cum death,2020-04-26
724,0.150,403,quantile,01,4 wk ahead cum death,2020-04-26
725,0.200,428,quantile,01,4 wk ahead cum death,2020-04-26
726,0.250,452,quantile,01,4 wk ahead cum death,2020-04-26
727,0.300,481,quantile,01,4 wk ahead cum death,2020-04-26
728,0.350,508,quantile,01,4 wk ahead cum death,2020-04-26
729,0.400,526,quantile,01,4 wk ahead cum death,2020-04-26
730,0.450,564,quantile,01,4 wk ahead cum death,2020-04-26
731,0.500,599,quantile,01,4 wk ahead cum death,2020-04-26
732,NA,599,point,01,4 wk ahead cum death,2020-04-26
733,0.550,635,quantile,01,4 wk ahead cum death,2020-04-26
734,0.600,667,quantile,01,4 wk ahead cum death,2020-04-26
735,0.650,722,quantile,01,4 wk ahead cum death,2020-04-26
736,0.700,791,quantile,01,4 wk ahead cum death,2020-04-26
737,0.750,906,quantile,01,4 wk ahead cum death,2020-04-26
738,0.800,1095,quantile,01,4 wk ahead cum death,2020-04-26
739,0.850,1358,quantile,01,4 wk ahead cum death,2020-04-26
740,0.900,1862,quantile,01,4 wk ahead cum death,2020-04-26
741,0.950,3204,quantile,01,4 wk ahead cum death,2020-04-26
742,0.975,6851,quantile,01,4 wk ahead cum death,2020-04-26
743,0.990,10056,quantile,01,4 wk ahead cum death,2020-04-26
744,0.010,300,quantile,01,5 wk ahead cum death,2020-04-26
745,0.025,326,quantile,01,5 wk ahead cum death,2020-04-26
746,0.050,359,quantile,01,5 wk ahead cum death,2020-04-26
747,0.100,403,quantile,01,5 wk ahead cum death,2020-04-26
748,0.150,445,quantile,01,5 wk ahead cum death,2020-04-26
749,0.200,473,quantile,01,5 wk ahead cum death,2020-04-26
750,0.250,506,quantile,01,5 wk ahead cum death,2020-04-26
751,0.300,532,quantile,01,5 wk ahead cum death,2020-04-26
752,0.350,563,quantile,01,5 wk ahead cum death,2020-04-26
753,0.400,597,quantile,01,5 wk ahead cum death,2020-04-26
754,0.450,628,quantile,01,5 wk ahead cum death,2020-04-26
755,0.500,678,quantile,01,5 wk ahead cum death,2020-04-26
756,NA,678,point,01,5 wk ahead cum death,2020-04-26
757,0.550,742,quantile,01,5 wk ahead cum death,2020-04-26
758,0.600,822,quantile,01,5 wk ahead cum death,2020-04-26
759,0.650,915,quantile,01,5 wk ahead cum death,2020-04-26
760,0.700,1077,quantile,01,5 wk ahead cum death,2020-04-26
761,0.750,1303,quantile,01,5 wk ahead cum death,2020-04-26
762,0.800,1668,quantile,01,5 wk ahead cum death,2020-04-26
763,0.850,2245,quantile,01,5 wk ahead cum death,2020-04-26
764,0.900,3869,quantile,01,5 wk ahead cum death,2020-04-26
765,0.950,8863,quantile,01,5 wk ahead cum death,2020-04-26
766,0.975,16884,quantile,01,5 wk ahead cum death,2020-04-26
767,0.990,29941,quantile,01,5 wk ahead cum death,2020-04-26
768,0.010,304,quantile,01,6 wk ahead cum death,2020-04-26
769,0.025,338,quantile,01,6 wk ahead cum death,2020-04-26
770,0.050,369,quantile,01,6 wk ahead cum death,2020-04-26
771,0.100,416,quantile,01,6 wk ahead cum death,2020-04-26
772,0.150,449,quantile,01,6 wk ahead cum death,2020-04-26
773,0.200,486,quantile,01,6 wk ahead cum death,2020-04-26
774,0.250,522,quantile,01,6 wk ahead cum death,2020-04-26
775,0.300,555,quantile,01,6 wk ahead cum death,2020-04-26
776,0.350,605,quantile,01,6 wk ahead cum death,2020-04-26
777,0.400,651,quantile,01,6 wk ahead cum death,2020-04-26
778,0.450,716,quantile,01,6 wk ahead cum death,2020-04-26
779,0.500,776,quantile,01,6 wk ahead cum death,2020-04-26
780,NA,776,point,01,6 wk ahead cum death,2020-04-26
781,0.550,855,quantile,01,6 wk ahead cum death,2020-04-26
782,0.600,969,quantile,01,6 wk ahead cum death,2020-04-26
